Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
7864,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,Tomy Corporation  ,Yuke's Media Creations  ,,,,,0.3,0.02,0.33,1995,Fighting
7865,Major League Baseball 2K6,XB,2K Sports  ,Kush Games  ,7.3,,0.24,0.07,,0.01,0.33,2006,Sports
7866,Pinball Hall of Fame: The Gottlieb Collection,PS2,Crave Entertainment  ,FarSight Studios  ,,,0.16,0.12,,0.04,0.33,2004,Misc
7867,EA Playground,DS,Electronic Arts  ,Piranha Games  ,,,0.29,0.01,,0.03,0.33,2007,Sports
7868,Harry Potter and the Deathly Hallows - Part 2,PS3,Electronic Arts  ,EA Bright Light  ,,,0.14,0.14,,0.05,0.33,2011,Action
7869,Discovery Kids: Puppy Playtime,DS,505 Games  ,505 Games  ,,,0.3,,,0.02,0.33,2009,Simulation
7870,Style Lab: Jewelry Design,DS,Ubisoft  ,1st Playable Productions  ,,,0.3,,,0.02,0.33,2009,Simulation
7871,Medal of Honor: Warfighter,PC,Electronic Arts  ,Danger Close Games  ,,,0.14,0.16,,0.03,0.33,2012,Shooter
7872,The Witcher: Enhanced Edition,PC,Atari  ,CD Projekt Red Studio  ,8.3,,0.32,0.01,,,0.33,2008,Role-Playing
7873,NCAA Basketball 10,X360,Electronic Arts  ,EA Canada  ,,,0.3,,,0.03,0.32,2009,Sports
7874,Final Fantasy XI: Wings of the Goddess,X360,Square Enix  ,Square Enix  ,6.5,,0.28,0.0,0.02,0.03,0.32,2007,Role-Playing
7875,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,Konami  ,Konami  ,,,0.23,0.09,,0.01,0.32,2004,Action
7876,Elebits,Wii,Konami  ,Konami  ,7.3,,0.22,0.01,0.08,0.02,0.32,2006,Action
7877,Nicktoons: Movin,PS2,THQ  ,Unknown  ,,,0.16,0.12,,0.04,0.32,2004,Action
7878,Fire Emblem Gaiden,NES,Nintendo  ,Intelligent Systems  ,,,,,,,,1992,Strategy
7879,Silent Hill: Downpour,X360,Konami  ,Konami  ,,,0.22,0.08,,0.03,0.32,2012,Adventure
7880,Power Rangers Samurai,Wii,Namco Bandai  ,Namco Bandai Games  ,,,0.27,0.03,,0.03,0.32,2011,Action
7881,One Piece: Romance Dawn,PSP,Namco Bandai Games  ,Three Rings  ,,,,,0.32,,0.32,2012,Role-Playing
7882,SWAT: Global Strike Team,PS2,Sierra Entertainment  ,Argonaut Games  ,,,0.16,0.12,,0.04,0.32,2003,Shooter
7883,Battlestations: Pacific,X360,Eidos Interactive  ,Eidos Studios Hungary  ,,,0.17,0.11,0.01,0.03,0.32,2009,Strategy
7884,Championship Bass,PS,EA Sports  ,EA Seattle  ,7.1,,0.18,0.12,,0.02,0.32,2000,Sports
7885,Audiosurf 2,PC,Unknown  ,Dylan Fitterer  ,,,,,,,,N/A,Music
7886,Golden Axe: Beast Rider,PS3,Sega  ,Secret Level  ,4.5,,0.13,0.14,,0.06,0.32,2008,Action
7887,Ratz Instagib,PC,Unknown  ,Lino Slahuschek  ,,,,,,,,N/A,Shooter
7888,And Yet It Moves,PC,Broken Rules  ,TU Wien  ,8.0,,,,,,,2009,Platform
7889,Dead Rising 2: Off the Record,PS3,Capcom  ,Blue Castle Games  ,7.1,,0.11,0.08,0.1,0.03,0.32,2011,Action
7890,Drakengard 3,PS3,Square Enix  ,Unknown  ,,,0.11,,0.19,0.02,0.32,2014,Misc
7891,The Black Eyed Peas Experience,X360,Ubisoft  ,Ubisoft  ,,,0.2,0.1,,0.03,0.32,2011,Misc
7892,Silent Hill HD Collection,PS3,Konami Digital Entertainment  ,Konami  ,,,0.15,0.1,0.03,0.04,0.32,2012,Action
7893,DiRT 2,PSP,Codemasters  ,Codemasters  ,,,0.09,0.15,,0.08,0.32,2009,Racing
7894,Ben 10 Ultimate Alien: Cosmic Destruction,DS,D3 Publisher  ,Griptonite Games  ,,,0.22,0.08,,0.03,0.32,2010,Platform
7895,NHL Breakaway 98,N64,Acclaim Entertainment  ,Iguana Entertainment  ,,,0.3,0.02,,0.0,0.32,1998,Sports
7896,Invasion: Brain Craving,PC,Unknown  ,New Reality Games  ,,,,,,,,N/A,Action-Adventure
7897,Bratz: Girlz Really Rock,DS,THQ  ,Barking Lizards Technologies LLC  ,,,0.18,0.11,,0.03,0.32,2008,Action
7898,Marvel: Ultimate Alliance 2,Wii,Activision  ,n-Space  ,5.6,,0.25,0.05,,0.03,0.32,2009,Role-Playing
7899,Hatsune Miku: Project Diva F 2nd,PSV,Sega  ,Sega  ,,,0.08,0.05,0.16,0.04,0.32,2014,Music
7900,Momotarou Dentetsu 20-Shuunen,DS,Hudson Soft  ,Hudson Soft  ,,,,,0.32,,0.32,2008,Misc
7901,Kinetica,PS2,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,,,0.16,0.12,,0.04,0.32,2001,Racing
7902,Eternal Sonata,X360,Namco Bandai  ,Tri-Crescendo  ,7.9,,0.19,0.04,0.08,0.02,0.32,2007,Role-Playing
7903,Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Atlus  ,Atlus Co.  ,7.0,,0.14,0.04,0.11,0.04,0.32,2011,Role-Playing
7904,Wipeout 2,Wii,Activision  ,Endemol  ,,,0.3,,,0.02,0.32,2011,Misc
7905,Bust-A-Move '99,PS,Acclaim Entertainment  ,Taito Corporation  ,7.7,,0.18,0.12,,0.02,0.32,1999,Puzzle
7906,NBA Street V3,XB,EA Sports BIG   ,EA Canada  ,,,0.28,0.03,,0.01,0.32,2005,Sports
7907,Pony Friends 2,DS,Square Enix  ,Tantalus Interactive  ,,,0.21,0.09,,0.02,0.32,2010,Simulation
7908,My Baby: First Steps,DS,SouthPeak Interactive  ,Nobilis  ,,,0.27,0.03,,0.02,0.32,2009,Simulation
7909,Dragon Quest Monsters 1·2,PS,Enix  ,TOSE  ,,,,,0.3,0.02,0.32,2002,Role-Playing
7910,Kurushi Final: Mental Blocks,PS,Sony Computer Entertainment  ,Sony Computer Entertainment  ,,,,,0.32,,0.32,1999,Puzzle
7911,Operation Flashpoint: Red River,PS3,Codemasters  ,Codemasters  ,6.8,,0.06,0.14,0.07,0.05,0.32,2011,Shooter
7912,Dead Space 2,PC,Electronic Arts  ,Visceral Games  ,8.9,,0.13,0.15,,0.04,0.32,2011,Shooter
7913,Army of Two: The 40th Day,PSP,Electronic Arts  ,Buzz Monkey Software  ,4.8,,0.12,0.13,,0.08,0.32,2010,Shooter
7914,God Mode,PC,Atlus  ,Unknown  ,,,,,,,,2014,Misc
7915,F1 Race Stars,PS3,Codemasters  ,Codemasters Birmingham  ,,,0.07,0.2,,0.05,0.32,2012,Racing
7916,OverBlood,PS,Electronic Arts  ,Riverhillsoft  ,,,0.05,0.04,0.21,0.02,0.32,1997,Action
7917,Borderlands: The Pre-Sequel,PC,2K Games  ,Unknown  ,,,0.14,0.15,,0.03,0.32,2014,Misc
7918,ESPN X-Games Pro Boarder,PS,Electronic Arts  ,Radical Entertainment  ,,,0.18,0.12,,0.02,0.32,1998,Sports
7919,LEGO The Incredibles,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.19,0.1,,0.03,0.32,2018,Action
7920,Power Rangers Samurai,DS,Namco Bandai  ,Namco Bandai Games  ,,,0.26,0.04,,0.03,0.32,2011,Action
7921,Battlefleet Gothic: Armada,PC,Koch Media  ,Tindalos Interactive  ,,,,0.0,,0.0,0.0,2016,Strategy
7922,FIFA Street 3,PS3,EA Sports BIG   ,EA Canada  ,,,0.08,0.18,0.0,0.06,0.32,2008,Sports
7923,Harvest Moon: Back to Nature,PS,Natsume  ,Victor Interactive Software  ,,,0.11,0.07,0.12,0.02,0.32,2000,Simulation
7924,Overlord II,X360,Codemasters  ,Triumph Studios  ,,,0.15,0.14,,0.03,0.32,2009,Action
7925,Naruto: Ultimate Ninja (JP sales),PS2,Namco Bandai  ,CyberConnect2  ,,,,,0.32,,0.32,2006,Fighting
7926,Dance Dance Revolution Universe,X360,Konami  ,Bemani  ,,,0.3,,,0.02,0.32,2007,Simulation
7927,Final Fantasy XI: Online,PS2,Square Enix  ,Square Enix  ,8.4,,0.08,0.06,0.15,0.02,0.32,2004,MMO
7928,Madden NFL 09,DS,EA Sports  ,EA Tiburon  ,,,0.3,0.0,,0.02,0.32,2008,Sports
7929,MLB 07: The Show,PS3,Sony Computer Entertainment  ,SCE San Diego Studio  ,,,0.29,,,0.03,0.32,2007,Sports
7930,Bleach: Shattered Blade,Wii,Sega  ,Polygon Magic  ,5.3,,0.21,0.01,0.08,0.02,0.32,2007,Fighting
7931,Beautiful Katamari,X360,Namco Bandai  ,Now Production  ,7.3,,0.14,0.02,0.15,0.02,0.32,2007,Puzzle
7932,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2K Play  ,High Voltage Software  ,,,0.16,0.12,,0.04,0.32,2008,Action
7933,Vin Diesel: Wheelman,PS3,Ubisoft  ,Tigon  ,6.9,,0.12,0.14,,0.05,0.32,2009,Racing
7934,Darkwatch,PS2,Capcom  ,High Moon Studios  ,,,0.16,0.12,,0.04,0.32,2005,Shooter
7935,Chibi-Robo! Zip Lash,3DS,Nintendo  ,Nintendo  ,5.5,,0.14,0.09,0.07,0.02,0.32,2015,Platform
7936,Tony Hawk's American Wasteland,X360,Activision  ,Neversoft Entertainment  ,8.2,,0.28,0.01,,0.03,0.32,2005,Sports
7937,The Bridge,PC,Unknown  ,Unknown  ,,,,,,,,2013,Misc
7938,LEGO Marvel's Avengers,WiiU,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.15,0.14,0.01,0.03,0.32,2016,Action
7939,Prince of Persia: The Sands of Time,GC,Ubisoft  ,Ubisoft Montreal  ,9.0,,0.25,0.06,,0.01,0.32,2003,Adventure
7940,The Hat Man: Shadow Ward,PC,Unknown  ,Game Mechanics LLC  ,,,,,,,,N/A,Action-Adventure
7941,Sky Odyssey,PS2,Activision  ,CAProduction  ,,,0.16,0.12,,0.04,0.32,2000,Simulation
7942,Folklore,PS3,Sony Computer Entertainment  ,Game Republic  ,7.5,8.7,0.2,0.04,0.05,0.03,0.32,2007,Role-Playing
7943,Zeno Clash,PC,Tripwire Interactive  ,ACE Team  ,,,,,,,,2009,Shooter
7944,Nagano Winter Olympics 98,N64,Konami  ,Konami Computer Entertainment Osaka  ,,,0.15,0.04,0.13,0.0,0.32,1998,Sports
7945,Rayman 2: The Great Escape,PS,Ubisoft  ,Ubisoft Shanghai  ,8.7,,0.18,0.12,,0.02,0.32,2000,Platform
7946,Kirby's Block Ball,GB,Nintendo  ,HAL Laboratory  ,,,,,0.32,,0.32,1996,Puzzle
7947,South Park: The Fractured But Whole,PC,Ubisoft  ,Ubisoft San Francisco  ,,,0.05,0.03,,0.01,0.09,2017,Role-Playing
7948,Fortress,GBA,Majesco  ,Pipe Dream Interactive  ,6.6,,0.23,0.08,,0.01,0.32,2001,Action
7949,Blood Omen: Legacy of Kain,All,Crystal Dynamics  ,Silicon Knights  ,,,,,,,,1996,Action-Adventure
7950,FIFA 2001 Major League Soccer,PS,EA Sports  ,EA Canada  ,,,0.18,0.12,,0.02,0.32,2000,Sports
7951,Karaoke Revolution Presents American Idol Encore 2,Wii,Konami  ,Blitz Games  ,,,0.3,,,0.02,0.32,2008,Misc
7952,HunieCam Studio,PC,Unknown  ,HuniePot  ,,,,,,,,N/A,Simulation
7953,Fantastic Four,All,Activision  ,7 Studios  ,,,,,,,,2005,Action-Adventure
7954,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,Bandai  ,Bec  ,,,,,0.24,,0.24,2009,Action
7955,Rally Cross,PS,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.18,0.12,,0.02,0.32,1997,Racing
7956,Frogger's Adventures: The Rescue,PS2,Konami  ,Konami  ,,,0.16,0.12,,0.04,0.32,2003,Platform
7957,Extreme Pinball,PS,Electronic Arts  ,Epic Games  ,,,0.18,0.12,,0.02,0.32,1996,Misc
7958,Karaoke Revolution Volume 3,PS2,Konami  ,Harmonix Music Systems  ,,,0.16,0.12,,0.04,0.32,2004,Misc
7959,Phineas and Ferb: Across the 2nd Dimension,PS3,Disney Interactive Studios  ,High Impact Games  ,6.8,,0.15,0.12,,0.05,0.32,2011,Action
7960,The Jackbox Party Pack 3,PC,Jackbox Games  ,Jackbox Games  ,,,,,,,,2016,Party
7961,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,ASCII Entertainment  ,VIVARIUM Inc.  ,,,,,0.32,,0.32,2001,Simulation
7962,Street Fighter Alpha 2,SAT,Capcom  ,Capcom  ,8.1,,,,0.32,,0.32,1996,Fighting
7963,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Konami  ,Konami  ,,,,,0.3,0.02,0.32,1999,Sports
7964,Spintires: MudRunner,PC,Focus Home Interactive  ,Saber Interactive  ,,,,0.0,,0.0,0.01,2017,Simulation
7965,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,Majesco  ,Majesco Games  ,,,0.23,0.08,,0.01,0.32,2005,Misc
7966,Ultimate Fighting Championship: Throwdown,PS2,Crave Entertainment  ,Opus Studio  ,,,0.16,0.12,,0.04,0.32,2002,Fighting
7967,SpongeBob SquarePants: Double Pack,GBA,THQ  ,THQ  ,,,0.23,0.08,,0.01,0.32,2005,Platform
7968,Tetris 2 + Bombliss,NES,BPS  ,ChunSoft  ,,,,,0.32,,0.32,1991,Puzzle
7969,"Carnival Games: Monkey See, Monkey Do!",X360,2K Play  ,Take-Two Interactive  ,,,0.14,0.15,,0.03,0.32,2011,Misc
7970,Disney's Extreme Skate Adventure,PS2,Activision  ,Toys for Bob  ,,,0.16,0.12,,0.04,0.32,2003,Sports
7971,Rock Band Country Track Pack,PS2,MTV Games  ,Harmonix Music Systems  ,,,0.16,0.12,,0.04,0.32,2009,Misc
7972,WipEout Pulse,PSP,Sony Computer Entertainment  ,Studio Liverpool  ,8.2,,0.13,0.12,,0.06,0.32,2008,Racing
7973,Farming Simulator 19,XOne,Focus Home Interactive  ,Giants Software  ,,,0.19,0.09,,0.03,0.32,2018,Simulation
7974,Prey,X360,2K Games  ,Venom Games / Human Head Studios  ,8.2,,0.27,0.03,,0.02,0.32,2006,Shooter
7975,"Ed, Edd n Eddy: Jawbreakers!",GBA,BAM! Entertainment  ,Crawfish Interactive - Climax  ,5.0,,0.23,0.08,,0.01,0.32,2002,Adventure
7976,F1 2016,PC,Codemasters  ,Codemasters  ,,,,0.08,,0.0,0.08,2017,Racing
7977,NEKOPARA Vol. 2,PC,Unknown  ,Neko Works  ,,,,,,,,N/A,Visual Novel
7978,Dragster,2600,Activision  ,Activision  ,,,0.3,0.02,,0.0,0.32,1980,Racing
7979,Frankenstein's Monster,2600,Data Age  ,Data Age  ,,,0.3,0.02,,0.0,0.32,1983,Action
7980,BlazBlue: Chrono Phantasma,PS3,Arc System Works  ,Arc System Works  ,,,0.15,,0.14,0.03,0.32,2014,Fighting
7981,Riven: The Sequel to Myst,PS,Acclaim Entertainment  ,SunSoft  ,,,0.18,0.12,,0.02,0.32,1997,Adventure
7982,Derby Stallion DS,DS,Enterbrain  ,ParityBit  ,,,,,0.32,,0.32,2008,Sports
7983,Cabela's Dangerous Hunts 2011,X360,Activision  ,Cauldron  ,,,0.28,0.01,,0.02,0.32,2010,Sports
7984,The Darkness II,PS3,2K Games  ,Digital Extremes  ,,,0.14,0.14,,0.04,0.32,2012,Shooter
7985,Cars 3: Driven to Win,NS,Warner Bros. Interactive Entertainment  ,Avalanche Software  ,,,0.13,0.14,0.02,0.02,0.32,2017,Racing
7986,The Biggest Loser,DS,THQ  ,Webfoot Technologies  ,,,0.18,0.11,,0.03,0.32,2009,Sports
7987,NBA 2K3,XB,Sega  ,Visual Concepts  ,,,0.24,0.07,,0.01,0.32,2002,Sports
7988,Batman: Arkham Origins,WiiU,Warner Bros. Interactive Entertainment  ,Warner Bros. Interactive Entertainment  ,,,0.19,0.1,0.0,0.03,0.32,2013,Action-Adventure
7989,Dragon Ball Z: Battle of Z,PS3,Namco Bandai Games  ,ArtDink  ,,,0.1,0.11,0.07,0.04,0.32,2014,Fighting
7990,Dragon Quest Monsters: Battle Road Victory,Wii,Square Enix  ,Armor Project/Bird Studio  ,,,,,0.32,,0.32,2010,Strategy
7991,Shin Momotarou Densetsu,SNES,Hudson Soft  ,Hudson Soft  ,,,,,0.32,,0.32,1993,Role-Playing
7992,From TV Animation One Piece: Grand Battle! 3,PS2,Bandai  ,Ganbarion  ,,,,,0.32,,0.32,2003,Fighting
7993,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,GungHo Online Entertainment  ,GungHo Online Entertainment  ,,,,,0.32,,0.32,2016,Puzzle
7994,Bigfoot: Collision Course,Wii,Zoo Digital Publishing  ,Destination Software  ,,,0.3,,,0.02,0.32,2008,Racing
7995,Sega Smash Pack,GBA,THQ  ,CodeFire  ,,,0.23,0.08,,0.01,0.32,2002,Misc
7996,All-Star Baseball 2005,PS2,Acclaim Entertainment  ,Acclaim Entertainment  ,,,0.16,0.12,,0.04,0.32,2004,Sports
7997,Marvel Nemesis: Rise of the Imperfects,PSP,Electronic Arts  ,Team Fusion  ,6.8,,0.29,0.0,,0.02,0.32,2005,Fighting
7998,The Conveni: Ano Machi wo Dokusen Seyo,PS,Human Entertainment  ,Human Entertainment  ,,,,,0.3,0.02,0.32,1997,Simulation
7999,Shin Super Robot Taisen Special Disk,PS,Banpresto  ,Banpresto  ,,,,,0.3,0.02,0.32,1997,Strategy
8000,Live A Live,SNES,Square  ,SquareSoft  ,,,,,0.32,,0.32,1994,Role-Playing
